id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
9392	partial shading	-0.0029	0.8539	5	192	1570	84	2017.25	8.3333	0.9526
9394	partial shading condition	0.1812	0.8681	5	67	229	13	2018.1538	16.4615	2.5367
9396	partial shading conditions	0.0912	1.2779	5	57	166	10	2018.1	11.5	4.1244
9417	particle swarm	0.0032	0.0579	5	356	4217	203	2017.3695	9.5616	1.596
9420	particle swarm optimization	-0.1578	0.0555	5	214	1493	67	2017.2985	13.1194	2.3952
9429	passive cooling	-1.0096	0.4174	2	53	130	6	2016.6667	8.1667	1.0479
9461	pca	-0.5394	-0.1049	4	112	497	27	2017.5185	3.8519	0.5843
9481	peak shaving	0.0731	-0.9118	1	93	313	15	2017.3333	4.3333	0.9553
9512	pem fuel cell	0.3727	0.2143	9	73	150	8	2016.625	6	0.7319
9527	performance	-0.1881	0.2261	2	1033	50201	2757	2017.1752	10.2699	1.2577
9528	performance analysis	-0.055	0.32	9	74	187	10	2017.1	5.7	0.6652
9531	performance assessment	-0.4938	0.6322	8	43	75	5	2017.4	27.4	2.4467
9537	performance evaluation	-0.649	0.0342	2	87	272	14	2017.1429	15	1.4756
9555	performance prediction	-0.6278	0.2835	4	64	136	6	2018	3.5	1.5948
9557	performance ratio	-0.2602	0.359	9	86	273	15	2018	9.6667	0.9787
9569	permanent magnet synchronous generator	0.7923	0.1776	8	47	122	6	2016.5	10	0.7356
9576	perovskite	-0.764	0.9506	2	43	103	8	2017.125	16.125	3.1764
9579	perovskite solar cell	-0.7103	0.6297	2	62	161	9	2017.6667	19.8889	3.7099
9595	perturb & observe	0.7824	0.8566	3	66	179	9	2015.3333	7.5556	0.6768
9599	perturb and observe	0.1583	0.297	3	588	9575	505	2017.1604	8.2911	0.9486
9616	perturbation and observation	0.5295	1.1738	3	49	115	6	2018.5	2.3333	0.4128
9637	phase change material	-1.071	0.279	2	77	340	19	2017.3158	20.1579	2.7732
9639	phase change materials	-0.9584	0.1935	2	84	260	13	2018.2308	12.0769	4.8787
9646	phase locked loop	1.0333	0.3027	3	49	112	7	2017.5714	2	0.1575
9672	photo voltaic	0.778	-0.1827	3	57	114	7	2017.2857	1.4286	0.1514
9684	photo-voltaic	0.5816	-0.8412	1	79	173	10	2018.3	4.5	0.9456
9709	photoluminescence	-0.4707	0.7027	2	38	67	5	2016.6	2.8	0.2459
9719	photovolatic	-0.1557	-0.424	4	56	91	5	2018.2	3.2	1.1731
9720	photovoltaic	0.034	0.0933	3	1110	122626	7053	2017.0359	8.9991	1.0325
9722	photovoltaic  array	0.5959	0.9974	3	78	225	11	2016.9091	13.9091	1.1163
9725	photovoltaic  cell	0.1951	0.915	3	62	124	6	2016.6667	26.5	2.0113
9735	photovoltaic  generation	0.4743	-0.0354	9	73	150	8	2016.25	17.25	1.3817
9744	photovoltaic  module	-0.1837	0.7275	5	103	362	19	2017	15.1579	1.2027
9752	photovoltaic  power	-0.3522	-0.6004	1	59	126	7	2016.5714	8.1429	0.6936
9753	photovoltaic  power forecasting	-0.7865	-0.0894	4	45	100	5	2017.6	40	3.4214
9754	photovoltaic  power generation	0.4436	-0.1973	10	92	268	13	2017.3077	18.2308	1.7461
9758	photovoltaic  power system	0.9476	0.5283	3	74	199	11	2015.5455	40.6364	3.1609
9764	photovoltaic  system	0.4684	0.2733	3	213	1251	66	2016.6364	11.1364	1.1469
9778	photovoltaic array	0.4508	0.4103	7	174	861	45	2016.8667	7.7111	0.694
9795	photovoltaic cell	-0.2827	0.6378	2	240	2085	125	2016.48	7.928	1.0147
9825	photovoltaic efficiency	-1.1844	0.712	2	46	83	5	2017.2	11	0.8453
9830	photovoltaic energy	-0.1153	-0.104	4	137	606	35	2016.0857	10.3714	0.8042
9845	photovoltaic forecasting	-0.7691	-0.2442	4	52	101	5	2018.8	2.8	1.1538
9846	photovoltaic generation	0.2986	-0.3884	6	166	875	47	2016.617	6.2766	0.8318
9852	photovoltaic generation system	0.7682	0.4509	3	73	157	9	2016.5556	4.7778	0.5249
9854	photovoltaic generator	0.5171	0.3774	8	125	515	27	2016.2222	2.8889	0.2611
9855	photovoltaic generators	0.2008	0.0776	12	60	113	6	2016.3333	5.3333	0.7272
9875	photovoltaic inverter	1.18	-0.0801	3	68	192	10	2017.2	2.1	0.5068
9882	photovoltaic model	0.0246	1.0383	5	65	153	8	2017.375	10.125	0.986
9883	photovoltaic modeling	-0.2573	0.8347	5	131	607	31	2017.5161	11.7742	1.858
9885	photovoltaic module	-0.4516	0.5793	5	224	2122	118	2016.9492	7.839	0.8206
9900	photovoltaic panel	-0.1965	0.6174	2	133	626	39	2016.6154	4.2821	0.3812
9904	photovoltaic panels	-0.0943	0.2274	7	119	460	28	2017.3214	3.5	0.4507
9911	photovoltaic plant	-0.0227	0.2641	8	67	142	8	2016.125	3.625	0.3667
9912	photovoltaic plants	0.1414	0.2275	4	63	149	8	2017.75	4.75	1.0739
9914	photovoltaic power	-0.125	-0.2879	4	170	952	51	2017.549	2.7451	0.6205
9918	photovoltaic power forecast	-0.6375	-0.6805	4	56	155	8	2017.125	16.125	1.6263
9919	photovoltaic power forecasting	-0.7642	-0.3212	4	92	390	19	2017.8947	15.5263	2.5146
9920	photovoltaic power generation	0.2471	-0.3969	10	142	878	45	2016.5556	2.3778	0.4145
9931	photovoltaic power plant	-0.0911	-0.0776	8	97	372	20	2016.8	7.9	0.6763
9932	photovoltaic power plants	0.1989	-1.0433	6	56	113	6	2016.1667	6.6667	0.5191
9933	photovoltaic power prediction	-0.7594	-0.4932	4	63	208	11	2018.4545	5.4545	1.1043
9937	photovoltaic power station	0.1716	0.038	11	68	176	9	2016.3333	0.5556	0.0534
9938	photovoltaic power system	0.6128	0.3417	3	145	659	34	2016.8529	12.2059	1.3935
9958	photovoltaic solar energy	-0.798	0.2753	2	67	149	8	2017.75	2.375	0.2195
9960	photovoltaic solar panel	-0.5344	0.8785	2	44	75	5	2017.4	1.2	0.1754
9971	photovoltaic system	0.3787	0.2432	3	447	6966	370	2016.9405	7.2027	0.8226
9981	photovoltaic thermal	-1.3203	-0.0553	2	40	102	6	2018.5	13.5	2.174
9986	photovoltaic thermal system	-1.277	0.3416	2	48	113	6	2018.1667	14	3.5021
9995	photovoltaic water pumping system	0.3369	0.8556	3	51	117	7	2015.4286	12.4286	0.8743
10002	photovoltaic-thermal	-0.9052	0.3805	2	53	105	5	2016.4	18.4	1.1102
10021	photovoltaic/thermal	-1.1063	0.0344	2	56	182	9	2016.7778	15.2222	1.7973
10023	photovoltaic/thermal collector	-1.2659	0.1418	2	41	99	5	2017.6	7	1.4213
10037	photovoltaics	0.2941	0.0657	11	86	248	14	2017.7143	12.1429	1.4543
10068	physical model	-0.5952	0.2986	2	52	84	5	2016	4.6	0.5294
10081	pi controller	0.868	0.4581	3	120	493	24	2017.0833	5.2083	0.4297
10088	pid	0.1822	-0.0023	3	541	7215	404	2017.0124	9.8515	1.2454
10090	pid controller	1.1437	0.3044	3	61	131	6	2017.8333	2.6667	1.7115
10115	planning	0.1967	-0.7523	6	218	1636	79	2017.4051	10.3291	1.3709
10117	plant	-0.0039	-0.1605	8	268	2003	104	2017.0769	9.7885	1.1532
10137	platform	-0.1343	-0.6142	1	66	120	8	2016.75	1.875	0.1835
10138	plc	0.4319	0.8976	7	44	83	5	2016	1.6	0.5279
10143	pll	0.751	0.7518	3	65	188	11	2017.2727	3.9091	0.2804
10150	plug-in electric vehicle	0.3294	-0.9364	1	80	169	8	2015.875	18	1.5425
10153	plug-in electric vehicles	0.5381	-0.5514	1	56	128	7	2017	11.2857	1.1535
10170	pmsg	0.1554	0.6141	7	54	153	7	2017	1.7143	0.1967
10174	po	0.5769	0.6175	3	53	119	7	2017.8571	0.7143	0.0824
10195	policy	-0.1658	-0.6751	1	342	4266	250	2017.3	13.424	1.6367
10208	pollution	-0.9867	0.092	2	49	90	6	2017.8333	8	2.2635
10267	potential vorticity	-1.1263	-0.4597	12	76	404	33	2017.0303	6	0.6684
10273	power	0.1454	0.0476	3	1105	99375	5460	2017.0575	8.1614	0.9781
10297	power control	0.8487	-0.0121	10	79	166	10	2015.9	2.1	0.1273
10303	power converter	0.7439	-0.051	3	103	276	13	2016.5385	6.5385	0.5233
10320	power distribution	0.7333	-0.3568	6	94	382	18	2016.2778	7.6111	0.6186
10331	power electronic converter	1.1832	-0.4205	10	48	108	5	2017.4	2.2	0.3104
10336	power electronics	0.6221	0.3825	3	134	518	27	2016.4444	6.2963	0.5195
10343	power estimation	-0.4435	0.4255	8	52	94	5	2018.6	2.6	0.27
10344	power factor	0.5146	0.1101	9	57	103	6	2017.1667	1.1667	0.1131
10351	power flow	0.6148	-0.3767	6	76	197	11	2017.6364	10.5455	0.9395
10361	power fluctuation	0.6009	-1.0692	1	54	98	5	2016.2	4	0.5215
10366	power forecasting	-0.4458	0.1017	4	93	334	16	2016.9375	5.8125	1.0938
10368	power generation	-0.0688	-0.4971	1	102	305	14	2016.9286	12.0714	1.0952
10401	power line communication	0.3442	0.7932	7	51	81	5	2014.4	5.2	0.4262
10407	power management	0.3711	-0.1005	9	242	1971	97	2016.6082	12.1134	1.1165
10422	power output	-0.4853	0.3482	4	84	225	11	2017.6364	13.5455	1.1684
10431	power plant	-0.0367	-0.182	8	573	9452	503	2017.3579	7.6819	0.9287
10438	power prediction	-0.3152	0.1269	4	142	765	42	2016.9524	2.2857	0.3557
10445	power quality	0.7368	0.0116	3	208	1402	77	2017.0909	4.6623	0.4996
10478	power system	0.191	-0.5823	1	142	543	27	2017.1481	7.0741	0.8016
10480	power system analysis computing	0.8498	-0.1425	6	72	158	7	2016	9.1429	0.8407
10487	power system harmonics	0.7815	0.0435	8	43	86	5	2017.8	8.6	0.8744
10494	power system measurements	0.792	-0.1113	6	61	148	6	2016	11.6667	1.0954
10495	power system modeling	0.5129	-0.238	6	148	749	40	2016.725	14.25	1.4183
10502	power system planning	0.4198	-0.5809	6	85	251	11	2017.0909	8.7273	0.683
10504	power system reliability	0.6375	-0.6948	6	75	252	11	2017	5.2727	0.4183
10508	power system simulation	0.7317	-0.0812	6	97	340	17	2017.0588	11.9412	1.0406
10510	power system stability	0.5034	0.5867	9	68	239	13	2016.0769	24.6154	1.8157
10560	prediction	-0.2488	-0.157	4	918	42929	2424	2017.1605	8.7776	1.0628
10561	prediction algorithm	-0.2869	0.4972	11	49	89	6	2017.6667	1.6667	0.1463
10563	prediction error	0.0882	-0.5673	8	78	189	9	2017.3333	3.8889	0.6016
10564	prediction interval	-0.0712	-0.7405	4	89	225	12	2017.5833	7.6667	1.2427
10567	prediction intervals	-0.2609	-0.7257	4	71	139	8	2017	14.375	1.3218
10570	prediction method	-0.174	0.4404	3	52	107	5	2015	4.6	0.3567
10571	prediction model	-0.0901	0.2643	4	96	228	11	2017.3636	13.1818	1.3794
10584	prediction uncertainty	0.7691	-0.8906	10	46	182	9	2016.1111	6	0.6714
10589	predictive control	0.9251	0.2294	3	102	340	16	2017.25	13	1.4179
10599	predictive model	-0.1561	0.2265	11	112	261	12	2016.8333	11.8333	0.9492
10627	principal component analysis	-0.5096	0.0518	4	67	148	8	2018.125	1.875	0.4018
10648	probabilistic	0.3329	-0.8736	6	54	94	5	2017.2	6.8	1.0432
10657	probabilistic forecasting	-0.3234	-0.5803	4	71	155	9	2018	20.1111	2.581
10660	probabilistic load flow	0.6614	-0.321	6	73	209	11	2017.3636	10.3636	1.1241
10664	probabilistic model	0.5616	-0.4364	6	52	96	5	2016.2	1.8	0.1144
10703	process variation	-1.1485	0.0045	2	34	63	5	2016.8	5.6	0.5045
10729	property	-0.6207	0.2018	2	83	222	14	2017.7857	7.9286	1.3133
10733	proportional integral controller	1.1048	0.6999	3	49	101	5	2015.8	0.8	0.0488
10758	prosumer	-0.0791	-0.7097	1	73	139	7	2017.8571	16.1429	1.7823
10760	prosumers	-0.0511	-0.8857	1	65	137	7	2018.8571	2.4286	0.7531
10761	protection	0.2395	-0.0407	6	276	2277	122	2017.3279	4.1967	0.5394
10771	proton exchange membrane fuel cell	0.2763	0.3625	9	55	93	5	2015.6	16.8	1.3548
10782	pscad	0.7037	0.095	8	71	228	12	2014.75	5.9167	0.5011
10785	pscad/emtdc	0.7065	-0.4281	6	50	108	6	2017	3	0.2949
10794	pso	0.307	0.1048	6	94	278	14	2016.6429	9	0.8937
10820	pulse width modulation	0.9723	0.2696	3	110	541	28	2016.8929	2.8571	0.2887
10821	pulse width modulation converter	0.8971	0.2571	11	37	83	5	2015.8	1.4	0.2403
10847	pv	0.2933	0.016	3	349	3333	177	2017.0904	7.7797	0.8706
10864	pv array	0.2169	0.7368	3	155	852	48	2017.4583	1.8958	0.2846
10874	pv arrays	-0.179	-0.0561	4	56	102	5	2016.8	7.6	1.3647
10882	pv cell	0.1974	0.6687	5	149	635	39	2016.6667	6.7436	1.0106
10885	pv cell modeling	-0.1247	0.7132	2	59	127	8	2015.875	11.75	1.0906
10909	pv curve	0.7289	0.1316	6	57	102	7	2016.8571	2.7143	0.2681
10931	pv forecasting	-0.3846	-0.8509	4	66	141	7	2017.4286	11.2857	1.2819
10934	pv generation	0.4093	-0.5163	6	105	323	16	2017.5625	4	0.7577
10938	pv generator	0.5394	0.2827	9	66	147	8	2016.625	3.875	0.8335
10955	pv integration	0.6095	-0.7721	6	58	133	8	2017.5	3.125	0.4242
10958	pv inverter	0.7392	0.3109	3	80	253	15	2017.4667	4.4667	0.5043
10973	pv model	0.0194	0.4214	5	100	285	15	2017.2	4.7333	0.5414
10975	pv modeling	-0.1297	0.5758	5	170	961	56	2017.2321	12.25	1.2198
10976	pv module	-0.0479	0.7014	5	194	1279	75	2016.7333	5.8533	0.6362
10982	pv module modeling	-0.1612	0.3593	2	65	147	7	2015.5714	31.5714	2.3914
11002	pv panel	-0.4292	0.6151	2	122	433	25	2017.24	6.32	0.7818
11010	pv panels	0.1326	-0.3986	7	79	157	8	2017.875	3.75	0.3814
11015	pv penetration	0.6893	-0.1233	6	47	89	5	2017.2	1.8	0.1929
11018	pv performance	-0.2979	-0.5222	4	65	147	8	2017.625	5.875	0.8885
11025	pv plants	0.2338	0.1637	8	42	73	6	2015.6667	13	1.2828
11027	pv power	-0.222	-0.4212	4	109	337	17	2017.7059	7.2941	0.8491
11034	pv power forecasting	-0.5904	-0.724	4	87	308	15	2017.7333	11.4667	1.7148
11037	pv power generation	-0.3517	0.3629	4	65	142	7	2016	4.4286	0.2636
11046	pv power plant	0.1705	0.3403	8	57	131	7	2017.7143	5	0.4589
11048	pv power prediction	-0.4485	0.1797	9	66	196	9	2018.6667	6.5556	1.2305
11051	pv power system	0.2818	0.6016	3	52	95	5	2016.2	25.2	2.458
11057	pv pumping	0.9713	-0.484	7	38	87	5	2017.2	8	0.5848
11063	pv simulation	0.2653	0.0428	3	53	90	5	2016.6	8.6	0.8401
11064	pv simulator	-0.3822	0.8523	2	54	103	5	2018	2.4	0.4095
11067	pv solar	0.2194	-0.4048	11	60	93	5	2015.8	3.8	0.2186
11085	pv system	0.3226	0.2826	3	281	2358	132	2016.9848	4.7955	0.6007
11088	pv system modeling	0.1689	0.9602	5	69	146	7	2016.1429	15.2857	1.1954
11098	pv technologies	-0.4851	0.9706	5	47	121	7	2016.8571	14.5714	1.5441
11174	pv/t	-0.9677	0.2341	2	60	162	8	2017.625	7.25	2.4721
11178	pv/t collector	-0.8785	0.5945	2	51	142	7	2016.2857	2.8571	0.3497
11203	pvgis	-0.1205	0.09	8	54	124	6	2017.8333	4.8333	2.1373
11216	pvsyst	-0.374	0.2938	4	54	97	5	2015.8	12.4	1.1445
11220	pvt	-0.8348	0.1178	2	82	355	18	2016.6111	12.2222	1.1324
11236	pwm	0.7511	0.55	3	98	368	21	2016.7619	2.8571	0.2312
11238	pwm inverter	0.7185	0.5211	3	56	100	5	2016	4	0.3051
11279	quantile regression	-0.4968	-0.635	4	57	124	7	2018	22	2.8118
11306	quasi z-source inverter	1.1474	0.794	3	49	123	6	2017.6667	3.1667	0.4076
11325	quasi-z-source inverter	0.839	0.118	10	63	186	10	2016.6	7.9	0.9317
11352	radial basis	-0.8918	0.0846	8	85	287	14	2016.4286	4.2143	0.415
11368	radiation	-0.403	0.0876	8	273	2664	146	2017.2055	6.6575	1.1343
11414	random forest	-0.5354	-0.3822	4	173	937	44	2018.2273	12.1818	1.6825
11417	random forests	-0.5746	-0.3847	4	67	155	8	2016.75	11.25	1.6739
11441	ray tracing	-1.0094	0.6491	2	65	168	10	2017.8	5.8	0.7408
11469	reactive power	0.656	0.0904	3	133	416	22	2017.4545	3.9091	0.4407
11471	reactive power compensation	0.8457	0.2222	3	59	122	7	2016.5714	4.5714	0.3975
11472	reactive power control	0.9117	-0.254	6	104	397	21	2016.4762	10.2857	0.9177
11500	real-time	0.6153	0.0616	6	54	107	6	2018.3333	4.5	1.0458
11525	real-time simulation	0.6977	0.002	11	76	227	13	2017.5385	3.5385	0.3982
11607	regression	-0.4666	-0.2366	4	427	7133	363	2017.4215	9.8375	1.2463
11609	regression analysis	0.0221	-0.0945	3	86	207	10	2017.5	10.2	1.0936
11625	reinforcement learning	-0.0329	-0.5748	1	112	389	22	2018.3182	5.4091	0.9012
11642	reliability	0.1586	-0.0353	4	723	16473	853	2017.1735	9.4103	1.1184
11644	reliability assessment	0.1598	-0.787	8	45	94	5	2017.4	0.8	0.0842
11652	reliability evaluation	0.753	-0.7734	7	63	134	7	2018	1.7143	0.3818
11682	renewable	-0.0025	-0.5114	4	86	196	12	2016.9167	2.6667	0.2181
11693	renewable energies	0.2305	-0.2374	4	92	259	15	2016.2667	7.5333	0.6933
11695	renewable energy	0.1305	-0.2732	1	893	33228	1697	2017.1237	8.8574	1.1417
11707	renewable energy forecasting	-0.3393	-1.0631	4	56	104	5	2019	4	1.6615
11710	renewable energy integration	-0.146	-1.0161	1	55	95	5	2016.2	17.8	1.4229
11721	renewable energy resource	0.3509	-0.5264	6	108	291	13	2017.0769	12	1.3523
11725	renewable energy source	0.2397	-0.3001	1	608	11813	581	2017.0878	8.0258	1.0259
11726	renewable energy sources	0.3063	-0.4254	1	279	2312	106	2017.1132	6.6698	0.8146
11730	renewable energy system	0.3057	-0.3304	1	164	835	41	2016.5366	18.439	2.0922
11739	renewable generation	0.3953	-0.9978	6	53	127	8	2015.75	2.25	0.1683
11760	renewable sources	0.8345	-0.4436	7	77	190	9	2018.1111	3.6667	1.0511
11767	renewables	0.383	-0.7201	6	88	181	10	2015.6	41.5	3.4434
11777	res	0.4974	-0.6602	6	65	135	7	2017.2857	2.7143	0.2213
11790	residential	0.2282	-0.1852	1	64	120	6	2018	7.3333	1.5169
11796	residential building	-0.2417	-0.6823	11	67	149	7	2016.2857	22.2857	1.8324
11853	resonance	0.6185	0.2106	8	53	95	6	2017.6667	13	1.4587
11863	resource	0.1205	-0.5415	6	243	1805	83	2017.241	9	1.1579
11870	response surface method	-0.3435	0.71	5	30	74	6	2017	9	0.9975
11902	reverse power flow	0.794	-0.5329	6	59	97	5	2019.2	3.6	0.567
11928	risk	0.1812	-0.8064	1	59	122	7	2015.5714	13.5714	1.0009
11930	risk assessment	0.1502	-0.0727	4	57	91	6	2016.3333	10.3333	1.1077
11947	rmse	-0.5093	0.2714	4	95	256	13	2018	5.2308	0.7815
11950	rnn	-0.3618	-0.4923	4	188	1406	65	2018.3538	5.0154	1.4752
11957	robot	-0.0725	0.6558	11	72	142	11	2016	4.8182	0.4126
11960	robust control	1.0208	0.4179	3	58	122	7	2016.4286	5	0.4548
11970	robust optimization	0.241	-0.8814	1	115	432	22	2017.6364	21.3636	2.484
11975	robustness	1.1322	-0.1128	3	48	109	6	2016.8333	3	0.2593
11986	roof	-0.1777	-0.3364	1	459	6513	354	2017.3164	6.8701	0.9245
11998	rooftop photovoltaic	-0.1235	-0.6594	1	68	119	6	2018.1667	8.1667	2.1098
12003	rooftop pv	0.0256	-0.69	1	60	125	7	2016.8571	6.7143	0.6889
12016	root mean square error	-0.2995	0.2157	5	95	236	11	2016.9091	4.9091	0.6063
12017	root mean squared error	-0.4376	0.2433	4	118	413	21	2017.9048	3.8095	0.7022
12025	rossby waves	-1.1179	-0.4958	12	45	101	7	2017.2857	6.5714	0.585
12050	rtds	0.8778	0.0797	6	59	124	7	2016.2857	1	0.0959
12064	rural electrification	0.0659	-0.6677	1	116	512	27	2017.3333	12.5556	1.5655
12101	satellite	-0.5023	-0.05	4	214	1700	96	2017.4688	7.8125	1.0471
12139	scenario analysis	-0.4715	-0.7611	1	58	155	8	2017.625	11.125	1.2431
12146	scheduling	-0.073	-0.9673	1	73	174	10	2016.4	11.2	0.9336
12160	scope	1.0682	0.9997	7	35	108	5	2017.8	1.2	0.115
12166	search	-0.1492	0.7432	5	62	102	5	2016.6	14.6	1.7862
12232	self-consumption	-0.2791	-0.7595	1	99	307	16	2016.5625	25.625	2.3779
12250	self-sufficiency	-0.4721	-0.6031	1	56	107	6	2017.3333	13	1.5483
12263	semi-empirical model	-0.071	0.3525	9	30	46	5	2017.4	2.2	0.3641
12279	semiconductor	-0.6654	0.8741	2	53	113	8	2017.375	1.25	0.19
12281	semiconductor device modeling	-0.545	0.6925	2	67	172	11	2016.9091	2.8182	0.2688
12297	sensitivity analysis	-0.3048	-0.1898	6	143	573	29	2017.931	6.2069	1.0087
12301	sensor	-0.1219	0.1934	11	311	3314	181	2017.1271	8.7238	0.9803
12323	sepic converter	0.9098	0.6671	3	84	319	17	2016.5882	7.7059	0.726
12343	series resistance	-0.3118	0.9615	5	73	188	10	2016.4	7.7	0.6129
12369	shading	-0.3951	0.4571	2	112	416	23	2016.8696	9.2609	0.7585
12373	shading effect	-0.2217	1.0966	5	56	117	6	2016.5	10.1667	0.8584
12379	shadow	-0.0505	0.5743	5	448	7129	395	2017.2304	8.9899	1.0499
12434	short-circuit current	0.799	-0.2974	6	41	83	5	2016	0.4	0.028
12437	short-term	-0.2939	-0.4073	4	405	6446	327	2017.3761	8.0948	1.1632
12442	short-term forecasting	-0.8257	-0.5429	4	67	191	12	2017.0833	2.3333	0.4642
12467	shunt active power filter	0.9917	0.5688	3	45	98	5	2017.8	3.2	0.3443
12470	shunt resistance	-0.3679	0.9115	5	64	128	7	2016	9.7143	0.6856
12488	silicon	-0.5358	0.5974	2	319	4725	301	2016.7475	9.1894	0.9788
12496	silicon solar cell	-0.7419	0.8786	2	58	143	9	2017.5556	1.7778	0.2938
12544	simscape	0.0716	1.1328	5	52	108	7	2016.1429	6.5714	0.5714
12553	simulation	0.1272	0.187	3	1051	54451	3059	2016.8987	7.4361	0.8662
12562	simulation model	-0.358	-0.5329	7	59	104	6	2015.3333	4.1667	0.3631
12564	simulation modeling	0.1105	-0.0943	11	59	113	6	2016.8333	0.5	0.0519
12575	simulations	-0.5693	0.5226	5	44	80	5	2017.2	3.6	0.4902
12576	simulator	0.9474	0.1193	7	52	105	6	2016	2	0.1986
12578	simulink	0.3438	0.5341	5	295	2837	151	2016.6358	5.2318	0.524
12594	single diode	-0.3299	1.0563	5	48	95	5	2015.6	16	1.2064
12597	single diode model	-0.1542	0.8719	5	104	556	30	2016.9	21.1	2.2503
12627	single-diode model	-0.1676	1.0839	5	87	350	19	2017.7895	18.3684	2.5185
12672	sizing	0.1946	0.1201	12	103	350	17	2017.1765	12.3529	1.0825
12690	sky image	-0.7698	-0.2055	4	52	121	6	2018.1667	3.5	1.1589
12704	sliding mode control	0.6786	0.654	3	111	634	31	2017.5161	5.871	0.7729
12705	sliding mode controller	0.8096	0.758	3	58	150	8	2016.375	3.375	0.2787
12728	small signal model	1.0073	0.7397	3	44	126	8	2017.875	1.5	0.4254
12729	small signal modeling	0.8855	0.1397	3	64	158	9	2017.6667	3.1111	0.3068
12737	small-signal model	1.2165	0.0331	3	43	85	5	2015.8	9.2	1.3272
12738	small-signal modeling	1.0725	0.3089	3	86	335	19	2017.6316	5.5789	0.6079
12741	small-signal stability	0.9329	0.183	5	59	124	6	2017	0.5	0.6187
12743	smart building	-0.1673	-0.8415	1	78	202	9	2016.8889	6.7778	1.3099
12748	smart city	-0.2794	-0.7851	1	61	94	5	2017.8	7.8	1.2322
12763	smart grid	0.2234	-0.5111	1	316	2769	139	2016.7698	9.5252	0.8982
12771	smart home	0.2693	-0.916	1	90	314	16	2016.6875	6.125	1.1606
12776	smart inverter	0.6776	-0.2122	6	64	117	6	2018	2.1667	0.6877
12820	soc	0.6647	0.1728	3	65	121	6	2019	0.5	0.2272
12833	sofc	0.4295	-0.2848	9	65	108	5	2017	13.4	1.3207
12834	soft computing	-0.5373	0.419	5	54	112	6	2015.5	17.6667	1.2313
12855	soiling	-0.7219	-0.277	1	80	233	14	2018.4286	1.7143	0.3269
12861	solar	-0.1248	-0.1525	1	209	1075	60	2016.7833	17.1	1.5732
12872	solar array	0.4479	0.1349	7	59	137	8	2017	4	0.7774
12873	solar array simulator	-0.5203	0.9313	2	41	97	6	2016.5	5	0.4986
12886	solar cell	-0.5677	0.7905	2	251	2965	182	2016.8407	4.7912	0.5607
12900	solar cell modeling	0.2179	0.6241	5	50	126	6	2017.6667	55.3333	5.4009
12920	solar collector	-0.9908	0.1494	2	90	346	19	2018	7.3158	1.3358
12922	solar collectors	-1.018	0.2926	2	60	148	7	2017.1429	17.7143	3.0508
12927	solar cooling	-1.0497	0.0075	2	52	156	7	2017.4286	11.7143	1.2114
12951	solar energy	-0.4149	0.2022	2	442	5913	324	2017.3519	10.0278	1.3579
12986	solar forecast	-0.3352	-0.6366	4	64	115	5	2017.8	12.8	1.4364
12987	solar forecasting	-0.35	-0.3858	4	98	304	17	2017.3529	13.4118	2.0654
13001	solar home system	-0.2199	-1.0061	1	38	86	5	2018	6	0.8592
13007	solar insolation	-0.3381	0.3953	5	62	98	5	2016	15	1.0111
13017	solar irradiance	-0.5127	-0.161	4	202	1279	64	2017.4219	11.2188	1.0323
13020	solar irradiance forecasting	-0.1666	-0.1127	4	63	165	9	2017.4444	9.3333	1.0016
13024	solar irradiance prediction	-0.8346	-0.3472	4	53	121	7	2017.4286	15	4.0144
13027	solar irradiation	-0.2778	-0.0404	4	179	953	57	2016.9474	4.6316	0.3939
13040	solar module	0.1412	0.8786	5	62	131	7	2016.1429	27.5714	1.5362
13045	solar panel	-0.32	0.543	4	110	381	23	2017.3478	3.4348	0.284
13051	solar panels	0.1341	-0.326	9	91	219	14	2018.5714	1.2143	0.1788
13066	solar photovoltaic	0.0686	-0.1327	1	268	1914	105	2017.2571	10.7619	1.261
13077	solar photovoltaic energy	-0.5903	-0.858	1	44	72	5	2017.2	15.6	2.2796
13087	solar photovoltaic system	0.3832	-0.1375	6	95	294	16	2017.6875	11.5	1.2735
13102	solar potential	-0.4635	-0.7153	1	57	100	6	2016.6667	31.3333	1.9049
13104	solar power	-0.1903	-0.4018	4	176	939	50	2016.84	13.26	1.2209
13110	solar power forecasting	-0.6734	-0.6165	4	102	482	27	2017.6296	12.5926	1.5733
13112	solar power generation	0.3784	-0.0034	6	150	781	40	2016.55	13.925	1.1104
13115	solar power plant	-0.2519	-0.3851	8	62	118	5	2016.4	4	0.3405
13121	solar power prediction	-0.6079	0.0166	4	68	155	8	2017.125	8	0.7776
13130	solar pv	0.0505	-0.2749	1	239	1670	92	2018.0652	5.0978	1.2851
13132	solar pv array	0.3039	0.2403	7	56	102	6	2017.3333	2.6667	0.7485
13134	solar pv cell	-0.1375	1.0355	5	54	108	6	2017	3.1667	0.2515
13167	solar pv system	0.5607	0.1447	6	116	403	21	2017.4286	5.7143	0.5868
13174	solar radiation	-0.4005	0.0044	4	212	1626	87	2016.8736	8.7931	1.1358
13180	solar radiation forecasting	-0.882	-0.4283	4	54	129	6	2016	61.3333	6.2531
