id	label	description	url	x	y	cluster	weight<Links>	weight<Citations>	weight<Norm. citations>	score<Pub. year>	score<Citations>	score<Norm. citations>
6269	fonseca (2016)	"<table><tr><td>Authors:</td><td>fonseca, jimeno a.; nguyen, thuy an; schlueter, arno; marechal, francois</td></tr><tr><td>Title:</td><td>city energy analyst (cea): integrated framework for analysis and optimization of building energy systems in neighborhoods and city districts</td></tr><tr><td>Source:</td><td>energy and buildings, 113</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.enbuild.2015.11.055	-1.4526	-0.4842	1	1	59	5.1805	2016	59	5.1805
6281	urraca (2016)	"<table><tr><td>Authors:</td><td>urraca, r.; antonanzas, j.; alia-martinez, m.; martinez-de-pison, f. j.; antonanzas-torres, f.</td></tr><tr><td>Title:</td><td>smart baseline models for solar irradiation forecasting</td></tr><tr><td>Source:</td><td>energy conversion and management, 108</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.enconman.2015.11.033	-0.3241	0.3324	5	2	32	2.8097	2016	32	2.8097
6312	khalilnejad (2016)	"<table><tr><td>Authors:</td><td>khalilnejad, arash; sundararajan, aditya; abbaspour, alireza; sarwat, arif</td></tr><tr><td>Title:</td><td>optimal operation of combined photovoltaic electrolyzer systems</td></tr><tr><td>Source:</td><td>energies, 9</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.3390/en9050332	1.2167	0.2016	4	1	5	0.439	2016	5	0.439
6314	li (2016c)	"<table><tr><td>Authors:</td><td>li, zhaoxuan; mahbobur rahman, s. m.; vega, rolando; dong, bing</td></tr><tr><td>Title:</td><td>a hierarchical approach using machine learning methods in solar photovoltaic energy production forecasting</td></tr><tr><td>Source:</td><td>energies, 9</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.3390/en9010055	-0.2809	0.5021	12	2	32	2.8097	2016	32	2.8097
6322	zhu (2016)	"<table><tr><td>Authors:</td><td>zhu, honglu; li, xu; sun, qiao; nie, ling; yao, jianxi; zhao, gang</td></tr><tr><td>Title:</td><td>a power prediction method for photovoltaic power plant based on wavelet decomposition and artificial neural networks</td></tr><tr><td>Source:</td><td>energies, 9</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.3390/en9010011	-0.1042	0.269	25	1	37	3.2488	2016	37	3.2488
6345	do (2016)	"<table><tr><td>Authors:</td><td>do, minh thang; soubdhan, ted; benoît robyns, none</td></tr><tr><td>Title:</td><td>a study on the minimum duration of training data to provide a high accuracy forecast for pv generation between two different climatic zones</td></tr><tr><td>Source:</td><td>renewable energy, 85</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.renene.2015.07.057	-0.0351	0.1297	9	1	6	0.5268	2016	6	0.5268
6353	abdul kareem (2016)	"<table><tr><td>Authors:</td><td>abdul kareem, mohamed saleem; saravanan, manimaran</td></tr><tr><td>Title:</td><td>a new method for accurate estimation of pv module parameters and extraction of maximum power point under varying environmental conditions</td></tr><tr><td>Source:</td><td>turkish journal of electrical engineering and computer sciences, 24</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.3906/elk-1312-268	0.4188	-0.1674	17	1	8	0.7024	2016	8	0.7024
6367	mojumder (2016)	"<table><tr><td>Authors:</td><td>mojumder, juwel chandra; ong, hwai chyuan; chong, wen tong; shamshirband, shahaboddin; abdullah-al-mamoon, none</td></tr><tr><td>Title:</td><td>application of support vector machine for prediction of electrical and thermal performance in pv/t system</td></tr><tr><td>Source:</td><td>energy and buildings, 111</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.enbuild.2015.11.043	0.3933	-0.7245	28	1	23	2.0195	2016	23	2.0195
6382	vergura (2016)	"<table><tr><td>Authors:</td><td>vergura, silvano</td></tr><tr><td>Title:</td><td>a complete and simplified datasheet-based model of pv cells in variable environmental conditions for circuit simulation</td></tr><tr><td>Source:</td><td>energies, 9</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.3390/en9050326	0.5023	-0.0553	45	1	34	2.9854	2016	34	2.9854
6421	omar (2016)	"<table><tr><td>Authors:</td><td>omar, m.; dolara, a.; magistrati, g.; mussetta, m.; ogliari, e.; viola, fabio</td></tr><tr><td>Title:</td><td>day-ahead forecasting for photovoltaic power using artificial neural networks ensembles</td></tr><tr><td>Source:</td><td>2016 ieee international conference on renewable energy research and applications, icrera 2016, nan</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1109/icrera.2016.7884513	-0.3815	0.2478	23	2	18	1.5805	2016	18	1.5805
6445	karakaya (2016)	"<table><tr><td>Authors:</td><td>karakaya, emrah; nuur, cali; hidalgo, antonio</td></tr><tr><td>Title:</td><td>business model challenge: lessons from a local solar company</td></tr><tr><td>Source:</td><td>renewable energy, 85</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.renene.2015.07.069	-1.3464	-0.5075	20	2	17	1.4927	2016	17	1.4927
6463	fasihi (2016)	"<table><tr><td>Authors:</td><td>fasihi, mahdi; bogdanov, dmitrii; breyer, christian</td></tr><tr><td>Title:</td><td>techno-economic assessment of power-to-liquids (ptl) fuels production and global trading based on hybrid pv-wind power plants</td></tr><tr><td>Source:</td><td>energy procedia, 99</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.egypro.2016.10.115	-0.4919	1.1492	19	1	43	3.7756	2016	43	3.7756
6470	böttiger (2016)	"<table><tr><td>Authors:</td><td>böttiger, michael; paulitschke, martin; bocklisch, thilo</td></tr><tr><td>Title:</td><td>innovative reactive energy management for a photovoltaic battery system</td></tr><tr><td>Source:</td><td>energy procedia, 99</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.egypro.2016.10.124	-1.3436	-0.4559	20	1	8	0.7024	2016	8	0.7024
6490	hamid (2016)	"<table><tr><td>Authors:</td><td>hamid, nurul farhana abdul; rahim, nasrudin abd; selvaraj, jeyraj</td></tr><tr><td>Title:</td><td>solar cell parameters identification using hybrid nelder-mead and modified particle swarm optimization</td></tr><tr><td>Source:</td><td>journal of renewable and sustainable energy, 8</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1063/1.4941791	0.4297	-0.1608	17	4	41	3.6	2016	41	3.6
6505	athari (2016)	"<table><tr><td>Authors:</td><td>athari, m. h.; ardehali, m. m.</td></tr><tr><td>Title:</td><td>operational performance of energy storage as function of electricity prices for on-grid hybrid renewable energy system by optimized fuzzy logic controller</td></tr><tr><td>Source:</td><td>renewable energy, 85</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.renene.2015.07.055	1.1586	0.1719	4	4	58	5.0927	2016	58	5.0927
6525	li (2016d)	"<table><tr><td>Authors:</td><td>li, guoqing; zhai, xiaojuan; li, yang; feng, bo; wang, zhenhao; zhang, mingjiang</td></tr><tr><td>Title:</td><td>multi-objective optimization operation considering environment benefits and economy based on ant colony optimization for isolated micro-grids</td></tr><tr><td>Source:</td><td>energy procedia, 104</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.egypro.2016.12.005	1.077	0.125	4	1	5	0.439	2016	5	0.439
6533	guarracino (2016a)	"<table><tr><td>Authors:</td><td>guarracino, ilaria; freeman, james; markides, christos n.</td></tr><tr><td>Title:</td><td>experimental evaluation of a 3-d dynamic solar-thermal collector model under time-varying environmental conditions</td></tr><tr><td>Source:</td><td>ecos 2016 - proceedings of the 29th international conference on efficiency, cost, optimisation, simulation and environmental impact of energy systems, nan</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/nan	-0.3943	-0.3703	34	1	2	0.1756	2016	2	0.1756
6557	gunasekar (2015)	"<table><tr><td>Authors:</td><td>gunasekar, n.; mohanraj, m.; velmurugan, v.</td></tr><tr><td>Title:</td><td>artificial neural network modeling of a photovoltaic-thermal evaporator of solar assisted heat pumps</td></tr><tr><td>Source:</td><td>energy, 93</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.energy.2015.09.078	-0.2978	0.2001	22	1	46	2.3955	2015	46	2.3955
6558	andresen (2015)	"<table><tr><td>Authors:</td><td>andresen, gorm b.; søndergaard, anders a.; greiner, martin</td></tr><tr><td>Title:</td><td>validation of danish wind time series from a new global renewable energy atlas for energy system analysis</td></tr><tr><td>Source:</td><td>energy, 93</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.energy.2015.09.071	-0.518	1.2192	31	2	46	2.3955	2015	46	2.3955
6574	gan (2015)	"<table><tr><td>Authors:</td><td>gan, leong kit; shek, jonathan k, h.; mueller, markus a.</td></tr><tr><td>Title:</td><td>hybrid wind-photovoltaic-diesel-battery system sizing tool development using empirical approach, life-cycle cost and performance analysis: a case study in scotland</td></tr><tr><td>Source:</td><td>energy conversion and management, 106</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.enconman.2015.09.029	1.1056	0.1257	4	1	61	3.1766	2015	61	3.1766
6612	alonso-montesinos (2015)	"<table><tr><td>Authors:</td><td>alonso-montesinos, j.; batlles, f. j.; portillo, c.</td></tr><tr><td>Title:</td><td>solar irradiance forecasting at one-minute intervals for different sky conditions using sky camera images</td></tr><tr><td>Source:</td><td>energy conversion and management, 105</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.enconman.2015.09.001	-0.2095	0.1899	8	1	37	1.9268	2015	37	1.9268
6634	mirzaei (2015)	"<table><tr><td>Authors:</td><td>mirzaei, parham a.; zhang, ruijun</td></tr><tr><td>Title:</td><td>validation of a climatic cfd model to predict the surface temperature of building integrated photovoltaics</td></tr><tr><td>Source:</td><td>energy procedia, 78</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.egypro.2015.11.348	-0.1066	-0.0299	24	1	5	0.2604	2015	5	0.2604
6639	vuong (2015)	"<table><tr><td>Authors:</td><td>vuong, edward; kamel, raghad s.; fung, alan s.</td></tr><tr><td>Title:</td><td>modelling and simulation of bipv/t in energyplus and trnsys</td></tr><tr><td>Source:</td><td>energy procedia, 78</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.egypro.2015.11.354	-0.7815	-0.2742	15	1	13	0.677	2015	13	0.677
6648	alessandrini (2015)	"<table><tr><td>Authors:</td><td>alessandrini, s.; delle monache, l.; sperati, s.; cervone, g.</td></tr><tr><td>Title:</td><td>an analog ensemble for short-term probabilistic solar power forecast</td></tr><tr><td>Source:</td><td>applied energy, 157</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.apenergy.2015.08.011	-0.036	0.1559	30	3	141	7.3426	2015	141	7.3426
6649	horváth (2015)	"<table><tr><td>Authors:</td><td>horváth, miklós; csoknyai, tamás</td></tr><tr><td>Title:</td><td>evaluation of solar energy calculation methods for 45° inclined, south facing surface</td></tr><tr><td>Source:</td><td>energy procedia, 78</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.egypro.2015.11.700	-0.4025	-0.4012	34	1	5	0.2604	2015	5	0.2604
6698	akinyele (2015)	"<table><tr><td>Authors:</td><td>akinyele, d. o.; rayudu, r. k.; nair, n. k, c.</td></tr><tr><td>Title:</td><td>development of photovoltaic power plant for remote residential applications: the socio-technical and economic perspectives</td></tr><tr><td>Source:</td><td>applied energy, 155</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.apenergy.2015.05.091	0.688	-0.4079	40	1	52	2.7079	2015	52	2.7079
6701	fernández (2015)	"<table><tr><td>Authors:</td><td>fernández, eduardo f.; almonacid, florencia; garcia-loureiro, antonio j.</td></tr><tr><td>Title:</td><td>multi-junction solar cells electrical characterization by neuronal networks under different irradiance, spectrum and cell temperature</td></tr><tr><td>Source:</td><td>energy, 90</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.energy.2015.07.123	-0.5579	0.5686	10	1	13	0.677	2015	13	0.677
6708	sun (2015)	"<table><tr><td>Authors:</td><td>sun, yujing; wang, fei; zhen, zhao; mi, zengqiang; liu, chun; wang, bo; lu, jing</td></tr><tr><td>Title:</td><td>research on short-term module temperature prediction model based on bp neural network for photovoltaic power forecasting</td></tr><tr><td>Source:</td><td>ieee power and energy society general meeting, 2015-september</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1109/pesgm.2015.7286350	-0.2031	0.1815	8	3	24	1.2498	2015	24	1.2498
6744	beeri (2015)	"<table><tr><td>Authors:</td><td>beeri, ofer; rotem, oded; hazan, eden; katz, eugene a.; braun, avi; gelbstein, yaniv</td></tr><tr><td>Title:</td><td>hybrid photovoltaic-thermoelectric system for concentrated solar energy conversion: experimental realization and modeling</td></tr><tr><td>Source:</td><td>journal of applied physics, 118</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1063/1.4931428	0.3987	-0.6354	11	1	71	3.6973	2015	71	3.6973
6747	chin (2015)	"<table><tr><td>Authors:</td><td>chin, vun jack; salam, zainal; ishaque, kashif</td></tr><tr><td>Title:</td><td>cell modelling and model parameters estimation techniques for photovoltaic simulator application: a review</td></tr><tr><td>Source:</td><td>applied energy, 154</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.apenergy.2015.05.035	0.3562	-0.167	17	10	203	10.5713	2015	203	10.5713
6777	vijayalekshmy (2015)	"<table><tr><td>Authors:</td><td>vijayalekshmy, s.; rama iyer, s.; beevi, bisharathu</td></tr><tr><td>Title:</td><td>comparative analysis on the performance of a short string of series-connected and parallel-connected photovoltaic array under partial shading</td></tr><tr><td>Source:</td><td>journal of the institution of engineers (india): series b, 96</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1007/s40031-014-0143-7	0.4427	-0.3122	27	1	4	0.2083	2015	4	0.2083
6783	zhang (2015)	"<table><tr><td>Authors:</td><td>zhang, yue; beaudin, marc; taheri, raouf; zareipour, hamidreza; wood, david</td></tr><tr><td>Title:</td><td>day-ahead power output forecasting for small-scale solar photovoltaic electricity generators</td></tr><tr><td>Source:</td><td>ieee transactions on smart grid, 6</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1109/tsg.2015.2397003	-0.2119	0.321	12	2	60	3.1245	2015	60	3.1245
6821	muhsen (2015)	"<table><tr><td>Authors:</td><td>muhsen, dhiaa halboot; ghazali, abu bakar; khatib, tamer; abed, issa ahmed</td></tr><tr><td>Title:</td><td>parameters extraction of double diode photovoltaic module's model based on hybrid evolutionary algorithm</td></tr><tr><td>Source:</td><td>energy conversion and management, 105</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.enconman.2015.08.023	0.3105	-0.0982	9	5	69	3.5932	2015	69	3.5932
6823	mares (2015)	"<table><tr><td>Authors:</td><td>mares, oana; paulescu, marius; badescu, viorel</td></tr><tr><td>Title:</td><td>a simple but accurate procedure for solving the five-parameter model</td></tr><tr><td>Source:</td><td>energy conversion and management, 105</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.enconman.2015.07.046	0.2339	-0.2162	35	4	34	1.7706	2015	34	1.7706
6848	pfenninger (2015)	"<table><tr><td>Authors:</td><td>pfenninger, stefan; keirstead, james</td></tr><tr><td>Title:</td><td>renewables, nuclear, or fossil fuels? scenarios for great britain's power system considering costs, emissions and energy security</td></tr><tr><td>Source:</td><td>applied energy, 152</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.apenergy.2015.04.102	-0.4552	1.1572	19	1	93	4.843	2015	93	4.843
6850	de felice (2015)	"<table><tr><td>Authors:</td><td>de felice, matteo; petitta, marcello; ruti, paolo m.</td></tr><tr><td>Title:</td><td>short-term predictability of photovoltaic production over italy</td></tr><tr><td>Source:</td><td>renewable energy, 80</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.renene.2015.02.010	-0.3218	0.3257	5	1	21	1.0936	2015	21	1.0936
6851	robinson (2015)	"<table><tr><td>Authors:</td><td>robinson, scott a.; rai, varun</td></tr><tr><td>Title:</td><td>determinants of spatio-temporal patterns of energy technology adoption: an agent-based modeling approach</td></tr><tr><td>Source:</td><td>applied energy, 151</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.apenergy.2015.04.071	-1.4699	-0.4858	1	2	54	2.8121	2015	54	2.8121
6852	rai (2015)	"<table><tr><td>Authors:</td><td>rai, varun; robinson, scott a.</td></tr><tr><td>Title:</td><td>agent-based modeling of energy technology adoption: empirical integration of social, behavioral, economic, and environmental factors</td></tr><tr><td>Source:</td><td>environmental modelling and software, 70</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.envsoft.2015.04.014	-1.4449	-0.4802	1	4	95	4.9471	2015	95	4.9471
6853	peng (2015)	"<table><tr><td>Authors:</td><td>peng, jinqing; lu, lin; yang, hongxing; ma, tao</td></tr><tr><td>Title:</td><td>validation of the sandia model with indoor and outdoor measurements for semi-transparent amorphous silicon pv modules</td></tr><tr><td>Source:</td><td>renewable energy, 80</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.renene.2015.02.017	0.2924	-0.2177	35	1	36	1.8747	2015	36	1.8747
6857	olcan (2015)	"<table><tr><td>Authors:</td><td>olcan, ceyda</td></tr><tr><td>Title:</td><td>multi-objective analytical model for optimal sizing of stand-alone photovoltaic water pumping systems</td></tr><tr><td>Source:</td><td>energy conversion and management, 100</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.enconman.2015.05.018	1.0579	0.13	4	1	40	2.083	2015	40	2.083
6863	garcía-domingo (2015)	"<table><tr><td>Authors:</td><td>garcía-domingo, b.; carmona, c. j.; rivera-rivas, a. j.; del jesus, m. j.; aguilera, j.</td></tr><tr><td>Title:</td><td>a differential evolution proposal for estimating the maximum power delivered by cpv modules under real outdoor conditions</td></tr><tr><td>Source:</td><td>expert systems with applications, 42</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.eswa.2015.02.032	-0.5564	0.566	10	1	10	0.5208	2015	10	0.5208
6877	ramirez camargo (2015)	"<table><tr><td>Authors:</td><td>ramirez camargo, l.; zink, r.; dorner, w.</td></tr><tr><td>Title:</td><td>spatiotemporal modeling for assessing complementarity of renewable energy sources in distributed energy systems</td></tr><tr><td>Source:</td><td>isprs annals of the photogrammetry, remote sensing and spatial information sciences, 2</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.5194/isprsannals-ii-4-w2-147-2015	-1.4107	-0.4082	36	1	5	0.2604	2015	5	0.2604
6883	guo (2015)	"<table><tr><td>Authors:</td><td>guo, chao; ji, jie; sun, wei; ma, jinwei; he, wei; wang, yanqiu</td></tr><tr><td>Title:</td><td>numerical simulation and experimental validation of tri-functional photovoltaic/thermal solar collector</td></tr><tr><td>Source:</td><td>energy, 87</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.energy.2015.05.017	-0.4502	-0.4778	13	1	50	2.6038	2015	50	2.6038
6894	elsafi (2015)	"<table><tr><td>Authors:</td><td>elsafi, amin m.; gandhidasan, p.</td></tr><tr><td>Title:</td><td>comparative study of double-pass flat and compound parabolic concentrated photovoltaic-thermal systems with and without fins</td></tr><tr><td>Source:</td><td>energy conversion and management, 98</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.enconman.2015.03.084	0.3956	-0.7238	28	1	43	2.2392	2015	43	2.2392
6895	lim (2015)	"<table><tr><td>Authors:</td><td>lim, li hong idris; ye, zhen; ye, jiaying; yang, dazhi; du, hui</td></tr><tr><td>Title:</td><td>a linear identification of diode models from single i-v characteristics of pv panels</td></tr><tr><td>Source:</td><td>ieee transactions on industrial electronics, 62</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1109/tie.2015.2390193	0.4641	-0.1636	2	4	57	2.9683	2015	57	2.9683
6902	baloch (2015)	"<table><tr><td>Authors:</td><td>baloch, ahmer a, b.; bahaidarah, haitham m, s.; gandhidasan, palanichamy; al-sulaiman, fahad a.</td></tr><tr><td>Title:</td><td>experimental and numerical performance analysis of a converging channel heat exchanger for pv cooling</td></tr><tr><td>Source:</td><td>energy conversion and management, 103</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.enconman.2015.06.018	0.312	-0.2902	35	2	56	2.9162	2015	56	2.9162
6907	alam (2015)	"<table><tr><td>Authors:</td><td>alam, d. f.; yousri, d. a.; eteiba, m. b.</td></tr><tr><td>Title:</td><td>flower pollination algorithm based solar pv parameter estimation</td></tr><tr><td>Source:</td><td>energy conversion and management, 101</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.enconman.2015.05.074	0.4224	-0.1339	2	8	166	8.6445	2015	166	8.6445
6916	yap (2015)	"<table><tr><td>Authors:</td><td>yap, wai kean; karri, vishy</td></tr><tr><td>Title:</td><td>an off-grid hybrid pv/diesel model as a planning and design tool, incorporating dynamic and ann modelling techniques</td></tr><tr><td>Source:</td><td>renewable energy, 78</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.renene.2014.12.065	0.2258	-0.08	26	1	26	1.354	2015	26	1.354
6917	mahmoud (2015a)	"<table><tr><td>Authors:</td><td>mahmoud, yousef; el-saadany, ehab f.</td></tr><tr><td>Title:</td><td>photovoltaic model with reduced computational time</td></tr><tr><td>Source:</td><td>ieee transactions on industrial electronics, 62</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1109/tie.2014.2375275	0.4347	-0.2986	27	1	41	2.1351	2015	41	2.1351
6936	zhao (2015)	"<table><tr><td>Authors:</td><td>zhao, bing; chen, wujun; hu, jianhui; qiu, zhenyu; qu, yegao; ge, binbin</td></tr><tr><td>Title:</td><td>a thermal model for amorphous silicon photovoltaic integrated in etfe cushion roofs</td></tr><tr><td>Source:</td><td>energy conversion and management, 100</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.enconman.2015.04.062	0.8276	-0.5235	29	2	26	1.354	2015	26	1.354
6937	de giorgi (2015)	"<table><tr><td>Authors:</td><td>de giorgi, maria grazia; congedo, paolo maria; malvoni, maria; laforgia, domenico</td></tr><tr><td>Title:</td><td>error analysis of hybrid photovoltaic power forecasting models: a case study of mediterranean climate</td></tr><tr><td>Source:</td><td>energy conversion and management, 100</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.enconman.2015.04.078	0.0426	-0.0887	16	2	57	2.9683	2015	57	2.9683
6946	zhao (2015a)	"<table><tr><td>Authors:</td><td>zhao, ye; ball, roy; mosesian, jerry; de palma, jean françois; lehman, brad</td></tr><tr><td>Title:</td><td>graph-based semi-supervised learning for fault detection and classification in solar photovoltaic arrays</td></tr><tr><td>Source:</td><td>ieee transactions on power electronics, 30</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1109/tpel.2014.2364203	0.6904	-0.4027	40	1	105	5.4679	2015	105	5.4679
6949	almonacid (2015)	"<table><tr><td>Authors:</td><td>almonacid, f.; fernández, e. f.; mallick, t. k.; pérez-higueras, p. j.</td></tr><tr><td>Title:</td><td>high concentrator photovoltaic module simulation by neuronal networks using spectrally corrected direct normal irradiance and cell temperature</td></tr><tr><td>Source:</td><td>energy, 84</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.energy.2015.02.105	-0.5562	0.5711	10	1	16	0.8332	2015	16	0.8332
6950	trapero (2015)	"<table><tr><td>Authors:</td><td>trapero, juan r.; kourentzes, nikolaos; martin, a.</td></tr><tr><td>Title:</td><td>short-term solar irradiation forecasting based on dynamic harmonic regression</td></tr><tr><td>Source:</td><td>energy, 84</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.energy.2015.02.100	-0.3414	0.3775	14	1	39	2.0309	2015	39	2.0309
6952	ramsami (2015)	"<table><tr><td>Authors:</td><td>ramsami, pamela; oree, vishwamitra</td></tr><tr><td>Title:</td><td>a hybrid method for forecasting the energy output of photovoltaic systems</td></tr><tr><td>Source:</td><td>energy conversion and management, 95</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.enconman.2015.02.052	-0.1754	0.2359	12	1	56	2.9162	2015	56	2.9162
6964	liu (2015a)	"<table><tr><td>Authors:</td><td>liu, jun; fang, wanliang; zhang, xudong; yang, chunxiang</td></tr><tr><td>Title:</td><td>an improved photovoltaic power forecasting model with the assistance of aerosol index data</td></tr><tr><td>Source:</td><td>ieee transactions on sustainable energy, 6</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1109/tste.2014.2381224	-0.042	0.1154	18	2	135	7.0301	2015	135	7.0301
6967	nikolaidis (2015)	"<table><tr><td>Authors:</td><td>nikolaidis, alexandros i.; milidonis, andreas; charalambous, charalambos a.</td></tr><tr><td>Title:</td><td>impact of fuel-dependent electricity retail charges on the value of net-metered pv applications in vertically integrated systems</td></tr><tr><td>Source:</td><td>energy policy, 79</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.enpol.2015.01.010	-1.3916	-0.4488	1	1	10	0.5208	2015	10	0.5208
6972	khelifa (2015)	"<table><tr><td>Authors:</td><td>khelifa, abdelkrim; touafek, khaled; ben moussa, hocine</td></tr><tr><td>Title:</td><td>approach for the modelling of hybrid photovoltaic-thermal solar collector</td></tr><tr><td>Source:</td><td>iet renewable power generation, 9</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1049/iet-rpg.2014.0076	-0.4539	-0.4811	13	2	19	0.9894	2015	19	0.9894
6977	shah (2015)	"<table><tr><td>Authors:</td><td>shah, ahmad syahiman bin mohd; yokoyama, hiroki; kakimoto, naoto</td></tr><tr><td>Title:</td><td>high-precision forecasting model of solar irradiance based on grid point value data analysis for an efficient photovoltaic system</td></tr><tr><td>Source:</td><td>ieee transactions on sustainable energy, 6</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1109/tste.2014.2383398	-0.2192	0.1985	8	1	27	1.406	2015	27	1.406
6997	boilley (2015)	"<table><tr><td>Authors:</td><td>boilley, alexandre; wald, lucien</td></tr><tr><td>Title:</td><td>comparison between meteorological re-analyses from era-interim and merra and measurements of daily solar irradiation at surface</td></tr><tr><td>Source:</td><td>renewable energy, 75</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.renene.2014.09.042	-0.533	1.2524	31	1	69	3.5932	2015	69	3.5932
6999	darcovich (2015)	"<table><tr><td>Authors:</td><td>darcovich, k.; kenney, b.; macneil, d. d.; armstrong, m. m.</td></tr><tr><td>Title:</td><td>control strategies and cycling demands for li-ion storage batteries in residential micro-cogeneration systems</td></tr><tr><td>Source:</td><td>applied energy, 141</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.apenergy.2014.11.079	-1.1095	-0.3761	15	1	24	1.2498	2015	24	1.2498
