author,year,journal,title,keywords,doi,is_bipv,is_shadow,is_ml,is_dl,is_nn,is_cnn,is_rnn
Gayathri P.,2018,"Natl. Power Eng. Conf., NPEC",Control ofDC Link Voltage of Single Phase Grid Connected Solar PV System,"['', 'method', 'converter', 'power', 'control', 'output', 'photovoltaic', 'pv module', 'module', 'single phase inverter', 'MPP', 'simulation', 'mppt', 'model', 'MPPT', 'modeling', 'load', 'efficiency', 'sepic converter', 'inverter', 'system', 'pi controller and a dc load']",10.1109/NPEC.2018.8476698,0,0,0,0,0,0,0
Tran C.H.,2018,"Proc. Int. Renew. Sustain. Energy Conf., IRSEC",Modeling and Simulation of Stand Alone Photovoltaic System using Three Level Boost Converter,"['sliding mode control', 'fuzzy', 'converter', 'power', 'control', 'fuzzy logic control', 'photovoltaic', 'po', 'loss', 'fuzzy logic', 'MPP', 'simulation', 'mppt', 'model', 'MPPT', 'modeling', 'pv', 'three level boost converter', 'component']",10.1109/IRSEC.2017.8477246,0,0,0,0,0,0,0
Doubabi H.,2018,"Proc. Int. Renew. Sustain. Energy Conf., IRSEC",Modeling and Design of Synchronous Buck Converter for Solar-Powered Refrigerator,"['temperature', 'converter', 'power', 'optimization', 'photovoltaic energy', 'control', 'genetic algorithm', 'output', 'photovoltaic', 'home', 'analysis', 'model', 'algorithm', 'modeling', 'irradiation', 'load', 'efficiency', 'buck converter', 'energy conversion', 'design', 'system', 'energy']",10.1109/IRSEC.2017.8477347,0,0,0,0,0,0,0
Zaouche F.,2018,"Proc. Int. Renew. Sustain. Energy Conf., IRSEC",Power Flow Management for Stand Alone PV System with Batteries under Two Scenarios,"['reliability', 'fuzzy', 'power', 'optimization', 'control', 'battery', 'photovoltaic', 'energy management;mppt', 'fuzzy logic', 'loss', 'MPP', 'model', 'MPPT', 'algorithm', 'modeling', 'load', 'system', 'management', 'energy']",10.1109/IRSEC.2017.8477328,0,0,0,0,0,0,0
Nassar-Eddine I.,2018,"Proc. Int. Renew. Sustain. Energy Conf., IRSEC",Parameter Extraction Methods of Thin Film Photovoltaic Panel using Five Enhanced Models,"['method', 'pv modeling', 'five enhanced model', 'mean bias error', 'extraction', 'diode', 'photovoltaic', 'parameter extraction', 'thin film panel', 'mean squared error', 'parameter', 'ae', 'simulation', 'model', 'algorithm', 'one diode model', 'rmse', 'modeling', 'data', 'root mean squared error']",10.1109/IRSEC.2017.8477331,0,0,0,0,0,0,0
Boulmrharj S.,2018,"Proc. Int. Renew. Sustain. Energy Conf., IRSEC",Modeling and Dimensioning of Grid-Connected Photovoltaic Systems,"['phtovoltaic systems;modeling and performance evaluation', 'power', 'performance', 'battery', 'building', 'photovoltaic', 'large-scale', 'green', 'analysis', 'model', 'modeling', 'evaluation', 'load', 'system', 'res', 'energy', 'grid', 'dimensioning']",10.1109/IRSEC.2017.8477392,0,0,0,0,0,0,0
Aly S.P.,2018,"Proc. Int. Renew. Sustain. Energy Conf., IRSEC",A Three-Dimensional Finite Element Based Dynamic Thermal Model of PV Modules with an Improved Thermal Network,"['3D', 'thermal network', '3d', 'transient analysis', 'experiment', 'photovoltaic', 'finite element model', 'module', 'pv panel', 'analysis', 'model', 'heat', 'finite element modeling', 'thermal model', 'numerical model', 'cooling', 'network', 'modeling', 'data', 'prediction', 'thermal', 'system']",10.1109/IRSEC.2017.8477421,0,0,0,0,0,0,0
Barth N.,2018,"Proc. Int. Renew. Sustain. Energy Conf., IRSEC","Modeling of the Influence of Dust Soiling on Photovoltaic Panels for Desert Applications the Example of the Solar Test Facility at Doha, Qatar","['cfd', 'temperature', 'optimization', 'genetic algorithm', 'experiment', 'computational fluid dynamics', 'photovoltaic', 'dust particles shading', 'module', 'simulation', 'heat', 'model', 'algorithm', 'modeling', 'shadow', 'photovoltaics soiling', 'light transmission modeling and simulation', 'design']",10.1109/IRSEC.2017.8477249,0,1,0,0,0,0,0
El Mouatamid A.,2018,"Proc. Int. Renew. Sustain. Energy Conf., IRSEC",Modeling and Performance Evaluation of Photovoltaic Systems,"['temperature', 'power', 'renewable energy source', 'output', 'experiment', 'photovoltaic', 'photovoltaic system', 'simulation', 'green', 'model', 'modeling', 'renewable energy', 'irradiation', 'modeling and simulation', 'system', 'experimentation', 'weather', 'energy']",10.1109/IRSEC.2017.8477388,0,0,0,0,0,0,0
Zebraoui O.,2018,"Proc. Int. Renew. Sustain. Energy Conf., IRSEC",Fuzzy Logic Based MPPT Control for a PV /Wind Hybrid Energy System,"['generator', 'fuzzy', 'method', 'power', 'pid', 'renewable energy source', 'control', 'fuzzy logic control', 'extraction', 'performance', 'photovoltaic', 'photovoltaic system', 'hybrid energy system', 'fuzzy logic', 'wind', 'MPP', 'simulation', 'mppt', 'model', 'MPPT', 'modeling', 'renewable energy', 'hybrid', 'pmsg', 'efficiency', 'wind system', 'system', 'weather', 'energy']",10.1109/IRSEC.2017.8477346,0,0,0,0,0,0,0
Laagoubi T.,2018,"Proc. Int. Renew. Sustain. Energy Conf., IRSEC",Fuzzy Logic Control of Grid Connected PV Systems,"['transformer', 'fuzzy', 'controller', 'power', 'transform', 'control', 'pwm', 'photovoltaic', 'three phase inverter', 'fuzzy logic', 'MPP', 'simulation', 'mppt', 'fuzzy logic controller', 'MPPT', 'power factor control', 'pll', 'inverter', 'system', 'grid']",10.1109/IRSEC.2017.8477326,0,0,0,0,0,0,0
Gowtham Raj T.,2018,"Natl. Power Eng. Conf., NPEC",Comparative Analysis of Incremental Conductance and Perturb Observe Mppt Methods for Single-Switch Dc/Dc Converter,"['converter', 'optimization', 'control', 'photovoltaic', 'single-switch dc-dc converter', 'perturb and observe', 'MPP', 'mppt', 'model', 'MPPT', 'algorithm', 'incremental conductance', 'modeling', 'perturb and observe algorithm', 'efficiency', 'mpp', 'design', 'system']",10.1109/NPEC.2018.8476797,0,0,0,0,0,0,0
Aakroum M.,2018,"Proc. Int. Renew. Sustain. Energy Conf., IRSEC",Deep Learning for Inferring the Surface Solar Irradiance from Sky Imagery,"['image', 'k-means clustering', 'extraction', 'mean bias error', 'solar irradiance', 'classification', 'k-means', 'photovoltaic', 'aging', 'neural network', 'sky imaging', 'deep learning', 'model', 'machine learning', 'prediction', 'irradiation', 'estimation', 'clustering', 'energy']",10.1109/IRSEC.2017.8477236,0,0,1,1,1,0,0
Laarabi B.,2018,"Proc. Int. Renew. Sustain. Energy Conf., IRSEC",New Correlation of PV Modules Soiling and Outdoor Conditions Using Artificial Neural Networks,"['method', 'temperature', 'sensitivity analysis', 'mean bias error', 'home', 'solar energy', 'artificial lntelligence', 'analysis', 'model', 'correlation', 'irradiation', 'efficiency', 'data', 'estimation', 'system', 'measurement', 'energy', 'soiling', 'optimization', 'genetic algorithm', 'output', 'performance', 'photovoltaic', 'module', 'parameter', 'solar pv glass', 'wind', 'sensor', 'algorithm', 'operatation', 'modeling', 'outdoor', 'weather']",10.1109/IRSEC.2017.8477415,0,0,0,0,0,0,0
Baouche F.Z.,2018,"Proc. Int. Renew. Sustain. Energy Conf., IRSEC",Modeling VHDL-AMS of a 4-Parameter Photovoltaic Cell,"['model', 'method', 'characteristics', 'modeling', 'vhdl-ams', 'characteristics curve', 'characteristization', 'efficiency', 'i-v', 'photovoltaic', 'solar cell', 'cell', 'parameter']",10.1109/IRSEC.2017.8477266,0,0,0,0,0,0,0
Ghenai C.,2018,"Proc. Int. Renew. Sustain. Energy Conf., IRSEC","Design, Optimization and Control of Standalone Solar PV/Fuel Cell Hybrid Power System","['hybrid power system', 'power', 'optimization', 'genetic algorithm', 'control', 'performance', 'photovoltaic', 'charging', 'loss', 'high penetration', 'simulation', 'green', 'model', 'algorithm', 'modeling', 'carbon', 'renewable energy', 'load', 'microgrid', 'electrolyzer', 'hybrid', 'inverter', 'design', 'solar pv', 'system', 'fuel cell', 'energy', 'grid']",10.1109/IRSEC.2017.8477338,0,0,0,0,0,0,0
Sabiri Z.,2018,"Proc. Int. Renew. Sustain. Energy Conf., IRSEC",Management Strategy of a Hybrid Renewable Energy System,"['generator', 'optimization', 'battery', 'photovoltaic', 'photovoltaic system', 'perturb and observe', 'hybrid system', 'wind turbine', 'wind', 'MPP', 'simulation', 'mppt', 'model', 'MPPT', 'backstepping', 'algorithm', 'modeling', 'hybrid', 'dfig', 'system', 'management', 'energy']",10.1109/IRSEC.2017.8477330,0,0,0,0,0,0,0
Lagssiyer B.,2018,"Proc. Int. Renew. Sustain. Energy Conf., IRSEC",Modelling of the Magnetic Couplers in High Frequencies Dedicated to the Photovoltaic Panels,"['model', 'inductance', 'modeling', 'frequency', 'coupling', 'experiment', 'magnetic', 'loss', 'losses', 'measurement', 'wind', 'simulation']",10.1109/IRSEC.2017.8477294,0,0,0,0,0,0,0
Khattak Y.H.,2018,"Proc. Int. Renew. Sustain. Energy Conf., IRSEC",Numerical Modeling of Cd1-<inf>x</inf> Zn<inf>x</inf>S/ Cd1-xZn<inf>x</inf> Te Photovoltaic Solar Cells,"['cdznte', 'temperature', 'optimization', 'absorber', 'cds', 'performance', 'photovoltaic', 'solar cell', 'photovoltaic cell', 'parameter', 'simulation', 'analysis', 'algorithm', 'scaps', 'efficiency', 'cell', 'component']",10.1109/IRSEC.2017.8477588,0,0,0,0,0,0,0
El Hendouzi A.,2018,"Proc. Int. Renew. Sustain. Energy Conf., IRSEC",Contribution to the Management of Microgrids by the Application of Short Term Photovoltaic Power Forecasting,"['solar photovoltaic power forecasting', 'knn', 'power', 'optimization', 'control', 'performance', 'classification', 'photovoltaic', 'perturb and observe', 'parameter', 'wind', 'short-term', 'analysis', 'model', 'algorithm', 'machine learning', 'modeling', 'microgrids', 'microgrid', 'prediction', 'clustering', 'meteorology', 'grid', 'management', 'energy']",10.1109/IRSEC.2017.8477310,0,0,1,0,0,0,0
Bazine H.,2018,"Proc. Int. Renew. Sustain. Energy Conf., IRSEC",Prediction of Photovoltaic Production for Smart Grid Energy Management using Hidden Markov Model: A Study Case,"['reliability', 'method', 'power', 'photovoltaic', 'hidden markov model', 'neural network', 'deep learning', 'analysis', 'model', 'hidden markov', 'photovoltaic production', 'machine learning', 'renewable energy', 'time series', 'data', 'grid', 'smart grid', 'prediction', 'system', 'forecasting', 'management', 'energy']",10.1109/IRSEC.2017.8477417,0,0,1,1,1,0,0
Driouich Y.,2018,"Proc. Int. Renew. Sustain. Energy Conf., IRSEC",Model Checking Cyber-Physical Energy Systems,"['roof', 'temperature', 'system analysis and design', 'mean bias error', 'distribution', 'photovoltaic circuit', 'MPP', 'simulation', 'analysis', 'model', 'irradiation', 'automatic verification', 'distributed', 'system', 'component', 'cyber-physical system', 'optimization', 'control', 'genetic algorithm', 'photovoltaic', 'module', 'parameter', 'model checking', 'automatic formal verification', 'mppt', 'circuit', 'MPPT', 'algorithm', 'operatation', 'modeling', 'correction', 'design']",10.1109/IRSEC.2017.8477334,0,0,0,0,0,0,0
Abdeladim K.,2018,"Proc. Int. Renew. Sustain. Energy Conf., IRSEC",Inter-Comparison of Solar Radiation from Different Data Sources: Case of Some Algerian Sites,"['reliability', 'database', 'pvgis', 'optimization', 'angstrom-prescott', 'genetic algorithm', 'retsceen', 'photovoltaic', 'GIS', 'relative error', 'angstrom-prescott model', 'solar radiation', 'model', 'algorithm', 'radiation', 'modeling', 'evaluation', 'renewable energy', 'irradiation', 'data', 'energy']",10.1109/IRSEC.2017.8477579,0,0,0,0,0,0,0
Banda P.,2018,ACM Int. Conf. Proc. Ser.,A deep learning approach to photovoltaic cell defect classification,"['photovoltaic', 'method', 'machine learning', 'photovoltaic: electroluminescence', 'image', 'deep learning', 'experiment']",10.1145/3278681.3278707,0,0,1,1,0,0,0
Prutha G.,2018,"Proc. Int. Conf. Electron., Commun. Aerosp. Technol., ICECA",Power to Grid with Different Uses of Controllers for Solar Energy,"['model', 'MPPT', 'power', 'output', 'control', 'irradiation', 'efficiency', 'grid', 'photovoltaic', 'pi', 'flc', 'pv', 'system', 'MPP', 'mppt']",10.1109/ICECA.2018.8474843,0,0,0,0,0,0,0
Satapathy L.M.,2018,"Proc. Int. Conf. Inventive Commun. Comput. Technol., ICICCT",Comparative analysis of boost and buck-boost converter in photovoltaic power system under varying irradiance using MPPT,"['method', 'converter', 'power', 'output', 'control', 'performance', 'buck boost converter', 'pwm', 'photovoltaic', 'MPP', 'simulation', 'mppt', 'analysis', 'model', 'pv array', 'heat', 'MPPT', 'boost converter', 'algorithm', 'modeling', 'renewable energy', 'irradiation', 'load', 'efficiency', 'inverter', 'system', 'perturb observe method', 'buck boost', 'energy']",10.1109/ICICCT.2018.8473222,0,0,0,0,0,0,0
Lawrence Z.D.,2018,Atmos. Chem. Phys.,Reanalysis intercomparisons of stratospheric polar processing diagnostics,"['analysis', 'method', 'temperature', 'machine learning', 'none', 'characteristization', 'data', 'ensemble', 'air', 'neural network', 'meteorology', 'deep learning']",10.5194/acp-18-13547-2018,0,0,1,1,1,0,0
Rong Y.,2018,Sci.,Challenges for commercializing perovskite solar cells,"['power', 'pid', 'prediction', 'none', 'module', 'photovoltaic', 'aging', 'cell', 'long-term']",10.1126/science.aat8235,0,0,0,0,0,0,0
Sun C.,2018,Joule,Heat-Insulating Multifunctional Semitransparent Polymer Solar Cells,"['power', 'non-fullerene acceptor', 'optimization', 'genetic algorithm', 'control', 'optical model', 'semitransparent polymer solar cell', 'building', 'distribution', 'photovoltaic', 'design', 'organic', 'wind', 'heat', 'model', 'algorithm', 'heat-insulating property', 'BIPV', 'distributed bragg reflector', 'irradiation', 'efficiency', 'shadow', 'cell', 'building integrated photovoltaic', 'photovoltaic windows', 'energy']",10.1016/j.joule.2018.06.006,0,1,0,0,0,0,0
Zhang Q.,2018,IET Power Electron.,Power quality and stability analysis of largescale grid-connected photovoltaic system considering non-linear effects,"['online', 'power', 'optimization', 'genetic algorithm', 'control', 'experiment', 'non-linear', 'output', 'photovoltaic', 'large-scale', 'parameter', 'simulation', 'analysis', 'model', 'algorithm', 'none', 'correction', 'inverter', 'system', 'grid']",10.1049/iet-pel.2018.0063,0,0,0,0,0,0,0
Yagli G.M.,2018,"Int. Conf. Innov. Smart Grid Technol., ISGT Asia",Using Combinational Methods for Forecast Improvement in PV Power Plants,"['model', 'power plant', 'reliability', 'method', 'operatation', 'power', 'none', 'simulation', 'data', 'photovoltaic', 'prediction', 'system', 'energy', 'grid']",10.1109/ISGT-Asia.2018.8467878,0,0,0,0,0,0,0
Alshehri A.,2018,"Int. Conf. Innov. Smart Grid Technol., ISGT Asia",Spatial Data-Based Techno-economic Evaluation of Solar Hydrogen Production in the Middle East and North Africa (MENA) Region,"['database', 'power', 'optimization', 'genetic algorithm', 'power cost', 'energy system', 'photovoltaic', 'GIS', 'simulation', 'analysis', 'model', 'power plant', 'algorithm', 'modeling', 'carbon', 'hydrogen', 'cost', 'irradiation', 'data', 'lcoe', 'system', 'energy', 'grid']",10.1109/ISGT-Asia.2018.8467781,0,0,0,0,0,0,0
Kodaira D.,2018,"Int. Conf. Innov. Smart Grid Technol., ISGT Asia",Optimized ESS Operation for Peak Shaving based on Probabilistic Load Prediction,"['reliability', 'generator', 'method', 'distribution network', 'power', 'ESS', 'distribution', 'photovoltaic', 'distributed network operator', 'simulation', 'peak shaving', 'network', 'operatation', 'load', 'energy storage system', 'prediction', 'system', 'probabilistic load prediction', 'energy']",10.1109/ISGT-Asia.2018.8467980,0,0,0,0,0,0,0
Fusheng Z.,2018,"Int. Conf. Innov. Smart Grid Technol., ISGT Asia",Power Converters for DC Microgrids - Modelling and Simulation,"['dc microgrid', 'converter', 'power', 'optimization', 'control', 'genetic algorithm', 'performance', 'photovoltaic', 'dc-dc converter', 'model', 'algorithm', 'boost converter', 'network', 'impedance source network', 'z source', 'renewable energy', 'load', 'low voltage', 'microgrid', 'power converter', 'design', 'system', 'energy', 'grid']",10.1109/ISGT-Asia.2018.8467847,0,0,0,0,0,0,0
Rout B.,2018,"Int. Conf. Innov. Smart Grid Technol., ISGT Asia",Active Distribution Network Analysis-A Case Study,"['power', 'unbalances power flow', 'optimization', 'solar pv generation', 'genetic algorithm', 'performance', 'distribution', 'photovoltaic', 'network modeling', 'quasi-static', 'generation', 'green', 'analysis', 'model', 'algorithm', 'network', 'modeling', 'load', 'low voltage', 'active distribution network', 'data', 'energy', 'policy']",10.1109/ISGT-Asia.2018.8467974,0,0,0,0,0,0,0
De V.,2018,"Int. Conf. Innov. Smart Grid Technol., ISGT Asia",Photovoltaic Power Forecasting using LSTM on Limited Dataset,"['renewable energy resources introduction', 'power', 'output', 'photovoltaic', 'neural network', 'energy management system', 'deep learning', 'simulation', 'short-term', 'model', 'algorithm', 'machine learning', 'renewable energy', 'RNN', 'rnn', 'grid', 'LSTM', 'lstm', 'prediction', 'system', 'forecasting', 'management', 'energy']",10.1109/ISGT-Asia.2018.8467934,0,0,1,1,1,0,1
Maharjan S.,2018,"Int. Conf. Innov. Smart Grid Technol., ISGT Asia",Probing the Impact of Reduced DC Capacitor Size in Variable Speed Drive Loads on Voltage Stability of the Distribution Network at High PV Penetration,"['optimization', 'genetic algorithm', 'characteristization', 'photovoltaic', 'load modeling', 'voltage stability', 'pv ramping', 'analysis', 'model', 'algorithm', 'modeling', 'pv penetration', 'load', 'variable speed drives', 'system', 'grid', 'digsilent']",10.1109/ISGT-Asia.2018.8467950,0,0,0,0,0,0,0
Lee S.,2018,Electronics (Switzerland),Optimized modeling and control strategy of the single-phase photovoltaic grid-connected cascaded H-bridge multilevel inverter,"['cascade h-bridge', 'method', 'power', 'control', 'two-input two-output', 'experiment', 'output', 'photovoltaic', 'maximum power point', 'module', 'MPP', 'multilevel inverter', 'simulation', 'mppt', 'individual voltage control', 'model', 'MPPT', 'modeling', 'shadow', 'mpp', 'inverter', 'design', 'system', 'grid', 'multilevel']",10.3390/electronics7090207,0,1,0,0,0,0,0
Sreekanth T.,2018,IET Power Electron.,Grid tied single-stage inverter for low-voltage PV systems with reactive power control,"['MPPT', 'converter', 'power', 'none', 'control', 'experiment', 'load', 'low voltage', 'photovoltaic', 'system', 'grid', 'simulation']",10.1049/iet-pel.2017.0786,0,0,0,0,0,0,0
Rehman U.U.,2018,"Int. Multi-Topic ICT Conf.: Technol. Future Generations, IMTIC - Proc.",Design and simulations of backstepping based nonlinear control for mppt in pv systems,"['converter', 'power', 'output', 'control', 'performance', 'buck boost converter', 'photovoltaic', 'photovoltaic system', 'MPP', 'simulation', 'mppt', 'model', 'MPPT', 'algorithm', 'machine learning', 'renewable energy', 'load', 'efficiency', 'mpp', 'system', 'buck boost', 'regression', 'energy']",10.1109/IMTIC.2018.8467235,0,0,1,0,0,0,0
Dashti R.,2018,Energy,Fault location in power distribution network with presence of distributed generation resources using impedance based method and applying Π line model,"['distribution network', 'method', 'resource', 'power', 'optimization', 'genetic algorithm', 'protection', 'distributed generation resource', 'distribution', 'photovoltaic', 'fault location', 'fault', 'model', 'algorithm', 'π line model', 'network', 'modeling', 'design', 'system', 'distributed generation']",10.1016/j.energy.2018.06.111,0,0,0,0,0,0,0
Sweet T.K.N.,2018,Appl. Energy,Design and characterization of hybrid III–V concentrator photovoltaic–thermoelectric receivers under primary and secondary optical elements,"['thermoelectric', 'temperature', 'CPV', 'characteristization', 'experiment', 'least square', 'model', 'cooling', 'concentrator photovoltaic', 'iii:v triple-junction solar cell', 'irradiation', 'efficiency', 'data', 'cell', 'energy', 'secondary optical element', 'optimization', 'genetic algorithm', 'extraction', 'cell temperature', 'performance', 'diode', 'photovoltaic', 'solar cell', 'module', 'parameter', 'cpv', 'sensor', 'heat', 'algorithm', 'prediction', 'hybrid', 'design', 'thermal']",10.1016/j.apenergy.2018.06.018,0,0,0,0,0,0,0
Acuna L.G.,2018,Energy Convers. Manage.,Modelling autonomous hybrid photovoltaic-wind energy systems under a new reliability approach,"['reliability', 'method', 'probability distributions', 'power', 'optimization', 'genetic algorithm', 'battery', 'photovoltaic', 'hybrid system', 'wind', 'model', 'multi-objective', 'algorithm', 'indicators', 'hybrid', 'design', 'system', 'energy', 'grid']",10.1016/j.enconman.2018.07.025,0,0,0,0,0,0,0
Araki K.,2018,AIP Conf. Proc.,Analysis of fluctuation of atmospheric parameters and its impact on performance of CPV,"['roof', 'power', 'optimization', 'genetic algorithm', 'control', 'bandgap', 'photovoltaic', 'neural network', 'parameter', 'deep learning', 'analysis', 'model', 'algorithm', 'machine learning', 'modeling', 'prediction', 'none', 'cell', 'measurement', 'energy']",10.1063/1.5053530,0,0,1,1,1,0,0
Dominguez C.,2018,AIP Conf. Proc.,Assessing the suitability of metal-wrap-through solar cells for low-concentration PV systems,"['image', 'mean bias error', 'photovoltaic', 'finite element model', 'loss', 'model', 'low concentration', 'operatation', 'modeling', 'none', 'non-uniform', 'load', 'efficiency', 'cell', 'thermal', 'system', 'design', 'grid']",10.1063/1.5053510,0,0,0,0,0,0,0
Emelyanov V.M.,2018,AIP Conf. Proc.,Output energy predictions for hybrid concentrator III-V / planar thin-film modules,"['online', 'power', 'optimization', 'genetic algorithm', 'non-linear', 'characteristization', 'output', 'distribution', 'loss', 'module', 'neural network', 'deep learning', 'parameter', 'algorithm', 'machine learning', 'none', 'irradiation', 'hybrid', 'efficiency', 'Silicon', 'data', 'energy']",10.1063/1.5053533,0,0,1,1,1,0,0
Yang L.,2018,IEEE Trans. Affective Comput.,Integrating Deep and Shallow Models for Multi-Modal Depression Analysis &amp;#x2014; Hybrid Architectures,"['reliability', 'power', 'characteristization', 'mean bias error', 'detection', 'classification', 'deep learning', 'analysis', 'histogram of displacement range', 'depression classification', 'model', 'paragraph vector-support vector machine', 'CNN', 'histograms', 'data', 'support vector machine', 'estimation', 'system', 'random forest', 'visualization', 'extraction', 'performance', 'feature extraction', 'neural network', 'analytical model', 'deep convolutional neural network-deep neural network', 'machine learning', 'modeling', 'hybrid', 'depression estimation', 'support vector machines', 'ensemble']",10.1109/TAFFC.2018.2870398,0,0,1,1,1,0,0
Himer S.E.,2018,AIP Conf. Proc.,A comparative of four secondary optical elements for CPV systems,"['analysis', 'model', 'power', 'modeling', 'none', 'output', 'irradiation', 'performance', 'efficiency', 'photovoltaic']",10.1063/1.5053502,0,0,0,0,0,0,0
Siyabi I.A.,2018,AIP Conf. Proc.,Electricity enhancement and thermal energy production from concentrated photovoltaic integrated with a 3-layered stacked micro-channel heat sink,"['temperature', 'power', 'optimization', 'genetic algorithm', 'experiment', 'performance', 'photovoltaic', 'neural network', 'deep learning', 'heat', 'model', 'algorithm', 'machine learning', 'modeling', 'none', 'load', 'efficiency', 'cell', 'thermal', 'system', 'air', 'weather', 'energy']",10.1063/1.5053529,0,0,1,1,1,0,0
Subramaniyan A.B.,2018,Proc. Annu. Reliab. Maintainability Symp.,Prediction of Acceleration Factor for Accelerated Testing of Photovoltaic Modules Installed Around the World,"['reliability', 'mechanism', 'accelerated life testing', 'mean bias error', 'acceleration factor', 'photovoltaic', 'accelerated test', 'module', 'photovoltaic  module', 'heat', 'model', 'outdoor', 'data', 'prediction', 'measurement', 'meteorology', 'design', 'energy']",10.1109/RAM.2018.8462999,0,0,0,0,0,0,0
Lakshmi S.,2018,IET. Renew. Power Gener.,Simultaneous optimisation of photovoltaic hosting capacity and energy loss of radial distribution networks with open unified power quality conditioner allocation,"['power', 'optimization', 'genetic algorithm', 'mean bias error', 'photovoltaic', 'loss', 'neural network', 'deep learning', 'model', 'multi-objective', 'algorithm', 'operatation', 'machine learning', 'algoritm', 'modeling', 'particle swarm', 'none', 'load', 'inverter', 'energy']",10.1049/iet-rpg.2018.5389,0,0,1,1,1,0,0
Rinchen S.,2018,"Int. Conf. Comput. Appl., ICCA",Integrating Small Scale Green Energy into Smart Grids: Prediction for Peak Load Reduction,"['roof', 'generator', 'method', 'optimization', 'discharging', 'genetic algorithm', 'battery', 'photovoltaic', 'home', 'charging', 'model', 'algorithm', 'machine learning', 'none', 'auto-regression', 'load', 'data', 'prediction', 'system', 'grid', 'regression', 'energy']",10.1109/COMAPP.2018.8460222,0,0,1,0,0,0,0
Hu S.,2018,"IEEE Workshop Control Model. Power Electron., COMPEL",Modeling and Enhancement for the Current Dynamic Regulation in Energy Stored Quasi-Z-Source Inverter System,"['method', 'power', 'control', 'experiment', 'ESS', 'mean bias error', 'performance', 'battery', 'bandwidth', 'simulation', 'analysis', 'model', 'modeling', 'quasi-z-source inverters', 'energy storage system', 'inverter', 'design', 'system', 'energy']",10.1109/COMPEL.2018.8460149,0,0,0,0,0,0,0
Malof J.M.,2018,Proc. Appl. Imagery Pattern. Recogn. Workshop,Trading spatial resolution for improved accuracy in remote sensing imagery: An empirical study using synthetic data,"['roof', 'method', 'optimization', 'image', 'control', 'genetic algorithm', 'experiment', 'detection', 'object detection', 'classification', 'photovoltaic', 'satellite imagery', 'aging', 'image recognition', 'solar energy', 'algorithm', 'machine learning', 'satellite', 'data', 'energy']",10.1109/AIPR.2017.8457961,0,0,1,0,0,0,0
Sharma H.,2018,J. Sens. Actuator Netw.,Modeling and optimisation of a solar energy harvesting system for wireless sensor network nodes,"['converter', 'power', 'control', 'experiment', 'building', 'battery', 'charge', 'photovoltaic', 'dc-dc converter', 'solar energy harvesting', 'charging', 'module', 'battery charge', 'MPP', 'simulation', 'sensor', 'model', 'mppt', 'MPPT', 'operatation', 'efficiency', 'wireless sensor nodes', 'smart cities', 'mpp', 'design', 'system', 'energy']",10.3390/jsan7030040,0,0,0,0,0,0,0
Soreng B.,2018,"Int. Conf. Current Trends Comput., Electr., Electron. Commun., CTCEEC",A Synchronous Reference Frame based PLL Control for a Grid-Tied Photovoltaic System,"['method', 'power', 'output', 'control', 'characteristization', 'mean bias error', 'dq-frame', 'photovoltaic', 'photovoltaic system', 'MPP', 'mppt', 'analysis', 'model', 'total harmonic distortion', 'MPPT', 'modeling', 'pll', 'synchronous reference frame', 'correction', 'inverter', 'design', 'system', 'grid']",10.1109/CTCEEC.2017.8455132,0,0,0,0,0,0,0
Rakshith P.,2018,"Int. Conf. Current Trends Comput., Electr., Electron. Commun., CTCEEC",Output Maximization by Modeling and Simulation of Hybrid Wind/Photovoltaic Standalone Generation,"['method', 'converter', 'power', 'renewable energy source', 'characteristization', 'MPP', 'analysis', 'model', 'total harmonic distortion', 'renewable energy', 'load', 'shadow', 'efficiency', 'system', 'energy', 'mechanism', 'control', 'output', 'extraction', 'performance', 'battery', 'photovoltaic', 'charging', 'wind energy system', 'module', 'wind', 'mppt', 'MPPT', 'algorithm', 'hybrid', 'sepic converter', 'mpp', 'inverter', 'three-level inverter']",10.1109/CTCEEC.2017.8455168,0,1,0,0,0,0,0
Hulyal V.,2018,"Int. Conf. Current Trends Comput., Electr., Electron. Commun., CTCEEC",An Effective Simulation Model for Performance Prediction of SPV Powered DC Irrigation Systems-A Case Study for Validation,"['centrifugal pump', 'power', 'optimization', 'discharging', 'genetic algorithm', 'experiment', 'performance', 'irrigation pump', 'solar photovoltaic', 'photovoltaic', 'charging', 'loss', 'simulation', 'analysis', 'model', 'algorithm', 'radiation', 'head losses', 'irradiation', 'data', 'suction and discharge head', 'prediction', 'system', 'weather']",10.1109/CTCEEC.2017.8455171,0,0,0,0,0,0,0
Swick S.M.,2018,Proc. Natl. Acad. Sci. U. S. A.,"Closely packed, low reorganization energy π-extended postfullerene acceptors for efficient polymer solar cells","['single crystal', 'power', 'optimization', 'genetic algorithm', 'performance', 'molecular modeling', 'photovoltaic', 'or anic hotovoltaic', 'solar energy', 'organic', 'small molecule acceptor', 'charging', 'neural network', 'deep learning', 'analysis', 'model', 'algorithm', 'machine learning', 'modeling', 'efficiency', 'data', 'cell', 'energy']",10.1073/pnas.1807535115,0,0,1,1,1,0,0
